age_group,sex,country,year,count_in,count_out
Y85,F,LT,2014,3,9.0
Y85,F,LT,2015,0,15.0
Y85,F,LT,2016,4,6.0
Y85,F,LT,2017,1,4.0
Y85,F,LT,2018,2,10.0
Y85,F,LT,2019,4,6.0
Y85,M,LT,2013,1,3.0
Y85,M,LT,2014,0,2.0
Y85,M,LT,2015,0,2.0
Y85,M,LT,2016,1,0.0
Y85,M,LT,2017,1,3.0
Y85,M,LT,2018,2,1.0
Y85,M,LT,2019,1,4.0
Y85,F,LU,2013,3,4.0
Y85,F,LU,2014,7,2.0
Y85,F,LU,2015,11,5.0
Y85,F,LU,2016,4,4.0
Y85,F,LU,2017,5,2.0
Y85,F,LU,2018,7,5.0
Y85,F,LU,2019,8,6.0
Y85,M,LU,2013,5,9.0
Y85,M,LU,2014,2,7.0
Y85,M,LU,2015,5,3.0
Y85,M,LU,2016,1,3.0
Y85,M,LU,2017,1,5.0
Y85,M,LU,2018,1,9.0
Y85,M,LU,2019,1,10.0
Y85,F,LV,1991,7,19.0
Y85,F,LV,1992,6,37.0
Y85,F,LV,1993,3,26.0
Y85,F,LV,1994,2,18.0
Y85,F,LV,1995,1,17.0
Y85,F,LV,1996,1,9.0
Y85,F,LV,1997,4,12.0
Y85,F,LV,1998,2,7.0
Y85,F,LV,1999,4,8.0
Y85,F,LV,2000,25,0.0
Y85,F,LV,2001,4,16.0
Y85,F,LV,2002,6,17.0
Y85,F,LV,2003,1,5.0
Y85,F,LV,2004,4,28.0
Y85,F,LV,2005,15,14.0
Y85,F,LV,2006,24,22.0
Y85,F,LV,2007,17,17.0
Y85,F,LV,2008,7,22.0
Y85,F,LV,2009,8,9.0
Y85,F,LV,2010,20,10.0
Y85,F,LV,2011,3,22.0
Y85,F,LV,2012,10,7.0
Y85,F,LV,2013,8,14.0
Y85,F,LV,2014,12,14.0
Y85,F,LV,2015,8,8.0
Y85,F,LV,2016,3,12.0
Y85,F,LV,2017,5,12.0
Y85,F,LV,2018,9,11.0
Y85,F,LV,2019,6,10.0
Y85,M,LV,1991,1,7.0
Y85,M,LV,1992,1,17.0
Y85,M,LV,1993,2,7.0
Y85,M,LV,1994,2,7.0
Y85,M,LV,1995,2,5.0
Y85,M,LV,1996,0,6.0
Y85,M,LV,1997,1,10.0
Y85,M,LV,1998,3,7.0
Y85,M,LV,1999,1,5.0
Y85,M,LV,2000,8,18.0
Y85,M,LV,2001,2,11.0
Y85,M,LV,2002,4,3.0
Y85,M,LV,2003,6,7.0
Y85,M,LV,2004,5,13.0
Y85,M,LV,2005,8,10.0
Y85,M,LV,2006,10,6.0
Y85,M,LV,2007,6,9.0
Y85,M,LV,2008,4,6.0
Y85,M,LV,2009,4,3.0
Y85,M,LV,2010,3,5.0
Y85,M,LV,2011,4,1.0
Y85,M,LV,2012,7,8.0
Y85,M,LV,2013,5,7.0
Y85,M,LV,2014,4,2.0
Y85,M,LV,2015,4,2.0
Y85,M,LV,2016,3,5.0
Y85,M,LV,2017,0,11.0
Y85,M,LV,2018,1,3.0
Y85,M,LV,2019,2,4.0
Y85,F,MK,2008,1,0.0
Y85,F,MK,2009,1,0.0
Y85,F,MK,2010,0,0.0
Y85,F,MK,2011,0,0.0
Y85,F,MK,2012,1,0.0
Y85,F,MK,2013,0,0.0
Y85,F,MK,2014,1,0.0
Y85,F,MK,2015,0,2.0
Y85,F,MK,2016,0,0.0
Y85,F,MK,2017,0,0.0
Y85,F,MK,2018,1,0.0
Y85,M,MK,2008,0,0.0
Y85,M,MK,2009,0,0.0
Y85,M,MK,2010,0,0.0
Y85,M,MK,2011,0,0.0
Y85,M,MK,2012,0,1.0
Y85,M,MK,2013,0,2.0
Y85,M,MK,2014,0,0.0
Y85,M,MK,2015,0,0.0
Y85,M,MK,2016,0,1.0
Y85,M,MK,2017,0,0.0
Y85,M,MK,2018,0,0.0
Y85,F,NL,2008,23,12.0
Y85,F,NL,2009,13,20.0
Y85,F,NL,2010,13,20.0
Y85,F,NL,2011,12,17.0
Y85,F,NL,2012,26,15.0
Y85,F,NL,2013,14,12.0
Y85,F,NL,2014,14,17.0
Y85,F,NL,2015,21,14.0
Y85,F,NL,2016,31,11.0
Y85,F,NL,2017,24,18.0
Y85,F,NL,2018,20,13.0
Y85,F,NL,2019,23,11.0
Y85,M,NL,2008,9,4.0
Y85,M,NL,2009,16,13.0
Y85,M,NL,2010,12,8.0
Y85,M,NL,2011,14,6.0
Y85,M,NL,2012,10,11.0
Y85,M,NL,2013,19,5.0
Y85,M,NL,2014,18,7.0
Y85,M,NL,2015,16,11.0
Y85,M,NL,2016,19,12.0
Y85,M,NL,2017,21,14.0
Y85,M,NL,2018,19,12.0
Y85,M,NL,2019,23,12.0
Y85,F,NO,2008,0,3.0
Y85,F,NO,2009,3,2.0
Y85,F,NO,2010,4,3.0
Y85,F,NO,2011,1,1.0
Y85,F,NO,2012,4,1.0
Y85,F,NO,2013,1,3.0
Y85,F,NO,2014,7,3.0
Y85,F,NO,2015,4,2.0
Y85,F,NO,2016,7,3.0
Y85,F,NO,2017,8,4.0
Y85,F,NO,2018,11,2.0
Y85,F,NO,2019,5,3.0
Y85,M,NO,2008,3,1.0
Y85,M,NO,2009,0,3.0
Y85,M,NO,2010,5,2.0
Y85,M,NO,2011,1,1.0
Y85,M,NO,2012,3,2.0
Y85,M,NO,2013,1,2.0
Y85,M,NO,2014,4,3.0
Y85,M,NO,2015,4,4.0
Y85,M,NO,2016,7,3.0
Y85,M,NO,2017,7,2.0
Y85,M,NO,2018,6,2.0
Y85,M,NO,2019,4,3.0
Y85,F,PL,2009,46,90.0
Y85,F,PL,2010,58,64.0
Y85,F,PL,2011,42,66.0
Y85,F,PL,2012,49,95.0
Y85,F,PL,2013,159,138.0
Y85,F,PL,2014,50,152.0
Y85,F,PL,2015,38,110.0
Y85,F,PL,2016,104,86.0
Y85,F,PL,2017,118,61.0
Y85,F,PL,2018,80,26.0
Y85,F,PL,2019,80,76.0
Y85,M,PL,2009,14,36.0
Y85,M,PL,2010,21,21.0
Y85,M,PL,2011,11,48.0
Y85,M,PL,2012,45,44.0
Y85,M,PL,2013,93,50.0
Y85,M,PL,2014,46,84.0
Y85,M,PL,2015,55,95.0
Y85,M,PL,2016,52,71.0
Y85,M,PL,2017,80,49.0
Y85,M,PL,2018,33,68.0
Y85,M,PL,2019,53,20.0
Y85,F,SE,1998,8,16.0
Y85,F,SE,1999,9,15.0
Y85,F,SE,2000,6,8.0
Y85,F,SE,2001,9,10.0
Y85,F,SE,2002,7,10.0
Y85,F,SE,2003,8,5.0
Y85,F,SE,2004,10,10.0
Y85,F,SE,2005,7,10.0
Y85,F,SE,2006,16,11.0
Y85,F,SE,2007,12,18.0
Y85,F,SE,2008,20,17.0
Y85,F,SE,2009,13,8.0
Y85,F,SE,2010,7,7.0
Y85,F,SE,2011,10,11.0
Y85,F,SE,2012,16,10.0
Y85,F,SE,2013,9,12.0
Y85,F,SE,2014,9,13.0
Y85,F,SE,2015,18,12.0
Y85,F,SE,2016,18,17.0
Y85,F,SE,2017,13,10.0
Y85,F,SE,2018,7,16.0
Y85,F,SE,2019,9,9.0
Y85,M,SE,1998,7,7.0
Y85,M,SE,1999,4,2.0
Y85,M,SE,2000,5,5.0
Y85,M,SE,2001,5,6.0
Y85,M,SE,2002,5,5.0
Y85,M,SE,2003,5,1.0
Y85,M,SE,2004,7,5.0
Y85,M,SE,2005,7,8.0
Y85,M,SE,2006,13,2.0
Y85,M,SE,2007,2,6.0
Y85,M,SE,2008,10,10.0
Y85,M,SE,2009,13,2.0
Y85,M,SE,2010,7,9.0
Y85,M,SE,2011,9,8.0
Y85,M,SE,2012,12,3.0
Y85,M,SE,2013,14,8.0
Y85,M,SE,2014,10,7.0
Y85,M,SE,2015,6,9.0
Y85,M,SE,2016,15,10.0
Y85,M,SE,2017,3,5.0
Y85,M,SE,2018,12,5.0
Y85,M,SE,2019,9,15.0
Y85,F,SK,1995,2,0.0
Y85,F,SK,1996,0,0.0
Y85,F,SK,1997,2,0.0
Y85,F,SK,1998,2,0.0
Y85,F,SK,1999,0,0.0
Y85,F,SK,2000,1,0.0
Y85,F,SK,2001,0,0.0
Y85,F,SK,2002,2,1.0
Y85,F,SK,2003,1,0.0
Y85,F,SK,2004,3,0.0
Y85,F,SK,2005,4,1.0
Y85,F,SK,2006,2,0.0
Y85,F,SK,2007,2,0.0
Y85,F,SK,2013,3,1.0
Y85,F,SK,2014,2,0.0
Y85,F,SK,2015,2,1.0
Y85,F,SK,2016,1,0.0
Y85,F,SK,2017,0,2.0
Y85,F,SK,2018,0,0.0
Y85,F,SK,2019,1,0.0
Y85,M,SK,1995,3,0.0
Y85,M,SK,1996,2,1.0
Y85,M,SK,1997,0,0.0
Y85,M,SK,1998,1,0.0
Y85,M,SK,1999,0,0.0
Y85,M,SK,2000,1,0.0
Y85,M,SK,2001,1,1.0
Y85,M,SK,2002,0,1.0
Y85,M,SK,2003,0,0.0
Y85,M,SK,2004,2,1.0
Y85,M,SK,2005,2,0.0
Y85,M,SK,2006,4,0.0
Y85,M,SK,2007,1,0.0
Y85,M,SK,2013,1,0.0
Y85,M,SK,2014,0,0.0
Y85,M,SK,2015,0,0.0
Y85,M,SK,2016,1,0.0
Y85,M,SK,2017,1,0.0
Y85,M,SK,2018,1,0.0
Y85,M,SK,2019,0,0.0
Y86,F,BE,2010,32,20.0
Y86,F,BE,2013,23,32.0
Y86,F,BE,2014,25,41.0
Y86,F,BE,2015,28,32.0
Y86,F,BE,2016,15,47.0
Y86,F,BE,2017,29,32.0
Y86,F,BE,2018,22,32.0
Y86,F,BE,2019,26,29.0
Y86,M,BE,2010,10,14.0
Y86,M,BE,2013,10,19.0
Y86,M,BE,2014,13,14.0
Y86,M,BE,2015,8,22.0
Y86,M,BE,2016,12,28.0
Y86,M,BE,2017,18,13.0
Y86,M,BE,2018,13,21.0
Y86,M,BE,2019,6,16.0
Y86,F,BG,2013,8,3.0
Y86,F,BG,2014,6,6.0
Y86,F,BG,2015,4,3.0
Y86,F,BG,2016,4,5.0
Y86,F,BG,2017,7,1.0
Y86,F,BG,2018,9,6.0
Y86,F,BG,2019,15,8.0
Y86,M,BG,2013,3,3.0
Y86,M,BG,2014,3,4.0
Y86,M,BG,2015,3,6.0
Y86,M,BG,2016,4,4.0
Y86,M,BG,2017,6,5.0
Y86,M,BG,2018,7,2.0
Y86,M,BG,2019,7,3.0
Y86,F,CH,1990,30,21.0
Y86,F,CH,1991,13,14.0
Y86,F,CH,1992,21,27.0
Y86,F,CH,1993,19,22.0
Y86,F,CH,1994,10,21.0
Y86,F,CH,1995,16,38.0
Y86,F,CH,1996,12,34.0
Y86,F,CH,1997,14,27.0
Y86,F,CH,1998,15,26.0
Y86,F,CH,1999,12,28.0
Y86,F,CH,2000,22,29.0
Y86,F,CH,2001,8,19.0
Y86,F,CH,2002,11,29.0
Y86,F,CH,2003,12,25.0
Y86,F,CH,2004,7,16.0
Y86,F,CH,2005,12,28.0
Y86,F,CH,2006,13,36.0
Y86,F,CH,2007,16,24.0
Y86,F,CH,2008,15,22.0
Y86,F,CH,2009,14,31.0
Y86,F,CH,2010,19,25.0
Y86,F,CH,2011,22,29.0
Y86,F,CH,2012,18,35.0
Y86,F,CH,2013,31,31.0
Y86,F,CH,2014,28,25.0
Y86,F,CH,2015,19,39.0
Y86,F,CH,2016,30,50.0
Y86,F,CH,2017,23,45.0
Y86,F,CH,2018,14,45.0
Y86,F,CH,2019,23,32.0
Y86,M,CH,1990,11,9.0
Y86,M,CH,1991,8,17.0
Y86,M,CH,1992,7,13.0
Y86,M,CH,1993,10,18.0
Y86,M,CH,1994,10,21.0
Y86,M,CH,1995,9,12.0
Y86,M,CH,1996,6,21.0
Y86,M,CH,1997,8,13.0
Y86,M,CH,1998,13,11.0
Y86,M,CH,1999,8,20.0
Y86,M,CH,2000,12,18.0
Y86,M,CH,2001,7,18.0
Y86,M,CH,2002,7,10.0
Y86,M,CH,2003,6,13.0
Y86,M,CH,2004,8,13.0
Y86,M,CH,2005,6,19.0
Y86,M,CH,2006,7,14.0
Y86,M,CH,2007,12,25.0
Y86,M,CH,2008,12,17.0
Y86,M,CH,2009,3,19.0
Y86,M,CH,2010,14,18.0
Y86,M,CH,2011,17,15.0
Y86,M,CH,2012,20,21.0
Y86,M,CH,2013,23,19.0
Y86,M,CH,2014,23,14.0
Y86,M,CH,2015,19,30.0
Y86,M,CH,2016,15,20.0
Y86,M,CH,2017,17,28.0
Y86,M,CH,2018,13,34.0
Y86,M,CH,2019,17,23.0
Y86,F,CZ,2013,2,5.0
Y86,F,CZ,2014,5,17.0
Y86,F,CZ,2015,9,12.0
Y86,F,CZ,2016,12,23.0
Y86,F,CZ,2017,9,9.0
Y86,F,CZ,2018,7,8.0
Y86,F,CZ,2019,12,18.0
Y86,M,CZ,2013,1,8.0
Y86,M,CZ,2014,3,14.0
Y86,M,CZ,2015,3,6.0
Y86,M,CZ,2016,1,23.0
Y86,M,CZ,2017,2,9.0
Y86,M,CZ,2018,4,3.0
Y86,M,CZ,2019,4,21.0
Y86,F,DE,1995,285,131.0
Y86,F,DE,1996,251,148.0
Y86,F,DE,1997,183,150.0
Y86,F,DE,1998,202,153.0
Y86,F,DE,1999,170,137.0
Y86,F,DE,2000,153,124.0
Y86,F,DE,2001,129,89.0
Y86,F,DE,2002,86,73.0
Y86,F,DE,2003,91,82.0
Y86,F,DE,2004,94,115.0
Y86,F,DE,2005,89,118.0
Y86,F,DE,2006,83,132.0
Y86,F,DE,2007,76,119.0
Y86,F,DE,2008,84,198.0
Y86,F,DE,2009,52,104.0
Y86,F,DE,2010,53,85.0
Y86,F,DE,2011,67,74.0
Y86,F,DE,2012,61,88.0
Y86,F,DE,2013,64,82.0
Y86,F,DE,2014,85,96.0
Y86,F,DE,2015,78,98.0
Y86,F,DE,2016,95,175.0
Y86,F,DE,2017,84,178.0
Y86,F,DE,2018,88,169.0
Y86,F,DE,2019,101,215.0
Y86,M,DE,1995,80,56.0
Y86,M,DE,1996,68,54.0
Y86,M,DE,1997,83,78.0
Y86,M,DE,1998,62,83.0
Y86,M,DE,1999,74,66.0
Y86,M,DE,2000,47,48.0
Y86,M,DE,2001,41,42.0
Y86,M,DE,2002,44,34.0
Y86,M,DE,2003,25,33.0
Y86,M,DE,2004,25,43.0
Y86,M,DE,2005,31,49.0
Y86,M,DE,2006,27,63.0
Y86,M,DE,2007,36,66.0
Y86,M,DE,2008,41,80.0
Y86,M,DE,2009,28,65.0
Y86,M,DE,2010,28,46.0
Y86,M,DE,2011,26,50.0
Y86,M,DE,2012,37,48.0
Y86,M,DE,2013,56,63.0
Y86,M,DE,2014,51,98.0
Y86,M,DE,2015,43,68.0
Y86,M,DE,2016,47,80.0
Y86,M,DE,2017,49,133.0
Y86,M,DE,2018,47,92.0
Y86,M,DE,2019,51,142.0
Y86,F,DK,1990,2,1.0
Y86,F,DK,1991,3,2.0
Y86,F,DK,1992,1,0.0
Y86,F,DK,1993,4,3.0
Y86,F,DK,1994,4,3.0
Y86,F,DK,1995,4,0.0
Y86,F,DK,1996,5,2.0
Y86,F,DK,1997,3,2.0
Y86,F,DK,1998,1,3.0
Y86,F,DK,1999,4,5.0
Y86,F,DK,2000,4,1.0
Y86,F,DK,2001,1,4.0
Y86,F,DK,2002,4,2.0
Y86,F,DK,2003,3,1.0
Y86,F,DK,2004,5,1.0
Y86,F,DK,2005,1,3.0
Y86,F,DK,2006,1,1.0
Y86,F,DK,2007,4,4.0
Y86,F,DK,2008,3,3.0
Y86,F,DK,2009,3,2.0
Y86,F,DK,2010,3,4.0
Y86,F,DK,2011,4,9.0
Y86,F,DK,2012,3,3.0
Y86,F,DK,2013,7,5.0
Y86,F,DK,2014,5,9.0
Y86,F,DK,2015,2,3.0
Y86,F,DK,2016,5,4.0
Y86,F,DK,2017,1,3.0
Y86,F,DK,2018,2,3.0
Y86,F,DK,2019,3,1.0
Y86,M,DK,1990,1,0.0
Y86,M,DK,1991,2,2.0
Y86,M,DK,1992,4,0.0
Y86,M,DK,1993,1,0.0
Y86,M,DK,1994,1,0.0
Y86,M,DK,1995,6,1.0
Y86,M,DK,1996,1,1.0
Y86,M,DK,1997,1,0.0
Y86,M,DK,1998,2,0.0
Y86,M,DK,1999,1,2.0
Y86,M,DK,2000,1,3.0
Y86,M,DK,2001,2,3.0
Y86,M,DK,2002,3,2.0
Y86,M,DK,2003,1,1.0
Y86,M,DK,2004,2,2.0
Y86,M,DK,2005,0,1.0
Y86,M,DK,2006,4,1.0
Y86,M,DK,2007,2,1.0
Y86,M,DK,2008,3,1.0
Y86,M,DK,2009,2,3.0
Y86,M,DK,2010,4,0.0
Y86,M,DK,2011,7,2.0
Y86,M,DK,2012,0,1.0
Y86,M,DK,2013,4,6.0
Y86,M,DK,2014,5,2.0
Y86,M,DK,2015,2,1.0
Y86,M,DK,2016,2,2.0
Y86,M,DK,2017,3,1.0
Y86,M,DK,2018,5,3.0
Y86,M,DK,2019,5,4.0
Y86,F,EE,2000,0,3.0
Y86,F,EE,2001,0,0.0
Y86,F,EE,2002,0,1.0
Y86,F,EE,2003,1,2.0
Y86,F,EE,2004,1,1.0
Y86,F,EE,2005,1,2.0
Y86,F,EE,2006,0,0.0
Y86,F,EE,2007,1,1.0
Y86,F,EE,2008,3,2.0
Y86,F,EE,2009,1,1.0
Y86,F,EE,2010,0,4.0
Y86,F,EE,2011,2,2.0
Y86,F,EE,2012,4,1.0
Y86,F,EE,2013,2,3.0
Y86,F,EE,2014,2,2.0
Y86,F,EE,2015,8,1.0
Y86,F,EE,2016,6,7.0
Y86,F,EE,2017,7,5.0
Y86,F,EE,2018,5,6.0
Y86,F,EE,2019,5,11.0
Y86,M,EE,2000,0,1.0
Y86,M,EE,2001,0,1.0
Y86,M,EE,2002,0,0.0
Y86,M,EE,2003,0,2.0
Y86,M,EE,2004,0,0.0
Y86,M,EE,2005,0,1.0
Y86,M,EE,2006,0,1.0
Y86,M,EE,2007,2,1.0
Y86,M,EE,2008,0,1.0
Y86,M,EE,2009,1,0.0
Y86,M,EE,2010,0,1.0
Y86,M,EE,2012,0,0.0
Y86,M,EE,2013,1,1.0
Y86,M,EE,2014,1,0.0
Y86,M,EE,2015,1,2.0
Y86,M,EE,2016,0,1.0
Y86,M,EE,2017,2,2.0
Y86,M,EE,2018,1,2.0
Y86,M,EE,2019,4,1.0
Y86,F,ES,2002,57,25.0
Y86,F,ES,2003,55,15.0
Y86,F,ES,2004,67,14.0
Y86,F,ES,2005,86,10.0
Y86,F,ES,2006,109,27.0
Y86,F,ES,2007,117,43.0
Y86,F,ES,2008,98,67.0
Y86,F,ES,2009,65,83.0
Y86,F,ES,2010,68,109.0
Y86,F,ES,2011,71,106.0
Y86,F,ES,2012,89,102.0
Y86,F,ES,2013,77,128.0
Y86,F,ES,2014,109,122.0
Y86,F,ES,2015,118,78.0
Y86,F,ES,2016,135,95.0
Y86,F,ES,2017,161,224.0
Y86,F,ES,2018,217,234.0
Y86,F,ES,2019,194,173.0
Y86,M,ES,2002,33,8.0
Y86,M,ES,2003,38,11.0
Y86,M,ES,2004,43,14.0
Y86,M,ES,2005,49,11.0
Y86,M,ES,2006,60,23.0
Y86,M,ES,2007,50,25.0
Y86,M,ES,2008,40,46.0
Y86,M,ES,2009,44,49.0
Y86,M,ES,2010,35,80.0
Y86,M,ES,2011,49,76.0
Y86,M,ES,2012,58,72.0
Y86,M,ES,2013,57,125.0
Y86,M,ES,2014,73,88.0
Y86,M,ES,2015,71,65.0
Y86,M,ES,2016,100,136.0
Y86,M,ES,2017,121,237.0
Y86,M,ES,2018,149,228.0
Y86,M,ES,2019,155,172.0
Y86,F,FI,2009,7,2.0
Y86,F,FI,2010,5,0.0
Y86,F,FI,2011,7,3.0
Y86,F,FI,2012,3,1.0
Y86,F,FI,2013,8,4.0
Y86,F,FI,2014,4,7.0
Y86,F,FI,2015,6,1.0
Y86,F,FI,2016,3,4.0
Y86,F,FI,2017,2,3.0
Y86,F,FI,2018,3,3.0
Y86,F,FI,2019,8,5.0
Y86,M,FI,2009,6,0.0
Y86,M,FI,2010,1,2.0
Y86,M,FI,2011,2,0.0
Y86,M,FI,2012,3,0.0
Y86,M,FI,2013,4,0.0
Y86,M,FI,2014,2,4.0
Y86,M,FI,2015,5,6.0
Y86,M,FI,2016,8,0.0
Y86,M,FI,2017,3,2.0
Y86,M,FI,2018,3,2.0
Y86,M,FI,2019,1,1.0
Y86,F,FR,2006,49,
Y86,F,FR,2010,42,
Y86,M,FR,2006,55,
Y86,M,FR,2010,83,
Y86,F,HR,2013,5,5.0
Y86,F,HR,2014,9,10.0
Y86,F,HR,2015,8,15.0
Y86,F,HR,2016,9,9.0
Y86,F,HR,2017,16,11.0
Y86,F,HR,2018,14,9.0
Y86,F,HR,2019,13,4.0
Y86,M,HR,2013,5,1.0
Y86,M,HR,2014,6,2.0
Y86,M,HR,2015,3,5.0
Y86,M,HR,2016,4,7.0
Y86,M,HR,2017,8,5.0
Y86,M,HR,2018,8,6.0
Y86,M,HR,2019,7,10.0
Y86,F,HU,2008,12,2.0
Y86,F,HU,2009,9,0.0
Y86,F,HU,2010,4,2.0
Y86,F,HU,2011,4,1.0
Y86,F,HU,2012,7,1.0
Y86,F,HU,2013,6,7.0
Y86,F,HU,2014,10,5.0
Y86,F,HU,2015,9,9.0
Y86,F,HU,2016,10,3.0
Y86,F,HU,2017,13,3.0
Y86,F,HU,2018,13,21.0
Y86,F,HU,2019,9,22.0
Y86,M,HU,2008,3,0.0
Y86,M,HU,2009,2,2.0
Y86,M,HU,2010,3,0.0
Y86,M,HU,2011,2,1.0
Y86,M,HU,2012,6,1.0
Y86,M,HU,2013,8,5.0
Y86,M,HU,2014,8,4.0
Y86,M,HU,2015,6,8.0
Y86,M,HU,2016,5,10.0
Y86,M,HU,2017,3,1.0
Y86,M,HU,2018,2,14.0
Y86,M,HU,2019,5,20.0
Y86,F,IS,2011,0,0.0
Y86,F,IS,2013,0,0.0
Y86,F,IS,2014,0,0.0
Y86,F,IS,2015,0,2.0
Y86,F,IS,2016,2,0.0
Y86,F,IS,2017,0,0.0
Y86,F,IS,2018,0,0.0
Y86,F,IS,2019,0,0.0
Y86,M,IS,2011,1,0.0
Y86,M,IS,2013,0,0.0
Y86,M,IS,2014,1,0.0
Y86,M,IS,2015,0,0.0
Y86,M,IS,2016,0,0.0
Y86,M,IS,2017,0,1.0
Y86,M,IS,2018,1,0.0
Y86,M,IS,2019,0,0.0
Y86,F,IT,1990,15,25.0
Y86,F,IT,1991,14,18.0
Y86,F,IT,1992,21,17.0
Y86,F,IT,1993,20,32.0
Y86,F,IT,1994,25,27.0
Y86,F,IT,1995,26,27.0
Y86,F,IT,1996,25,22.0
Y86,F,IT,1997,31,20.0
Y86,F,IT,1998,35,13.0
Y86,F,IT,1999,28,26.0
Y86,F,IT,2000,29,30.0
Y86,F,IT,2001,27,29.0
Y86,F,IT,2002,21,15.0
Y86,F,IT,2003,22,17.0
Y86,F,IT,2004,22,16.0
Y86,F,IT,2005,41,27.0
Y86,F,IT,2006,43,52.0
Y86,F,IT,2007,53,25.0
Y86,F,IT,2008,50,24.0
Y86,F,IT,2009,52,24.0
Y86,F,IT,2010,47,23.0
Y86,F,IT,2011,55,48.0
Y86,F,IT,2012,58,60.0
Y86,F,IT,2013,48,79.0
Y86,F,IT,2014,66,52.0
Y86,F,IT,2015,73,58.0
Y86,F,IT,2016,83,61.0
Y86,F,IT,2017,70,53.0
Y86,F,IT,2018,86,41.0
Y86,F,IT,2019,118,43.0
Y86,M,IT,1990,16,12.0
Y86,M,IT,1991,10,15.0
Y86,M,IT,1992,15,19.0
Y86,M,IT,1993,10,12.0
Y86,M,IT,1994,14,19.0
Y86,M,IT,1995,6,7.0
Y86,M,IT,1996,17,18.0
Y86,M,IT,1997,15,21.0
Y86,M,IT,1998,17,12.0
Y86,M,IT,1999,14,15.0
Y86,M,IT,2000,21,19.0
Y86,M,IT,2001,26,15.0
Y86,M,IT,2002,19,9.0
Y86,M,IT,2003,20,14.0
Y86,M,IT,2004,19,11.0
Y86,M,IT,2005,22,14.0
Y86,M,IT,2006,35,33.0
Y86,M,IT,2007,25,16.0
Y86,M,IT,2008,41,20.0
Y86,M,IT,2009,26,18.0
Y86,M,IT,2010,35,21.0
Y86,M,IT,2011,47,32.0
Y86,M,IT,2012,37,30.0
Y86,M,IT,2013,45,29.0
Y86,M,IT,2014,42,43.0
Y86,M,IT,2015,44,46.0
Y86,M,IT,2016,66,51.0
Y86,M,IT,2017,59,51.0
Y86,M,IT,2018,70,42.0
Y86,M,IT,2019,77,30.0
Y86,F,LI,2008,0,0.0
Y86,F,LI,2009,1,0.0
Y86,F,LI,2010,1,0.0
Y86,F,LI,2011,1,0.0
Y86,F,LI,2012,0,0.0
Y86,F,LI,2013,0,0.0
Y86,F,LI,2014,0,0.0
Y86,F,LI,2015,0,0.0
Y86,F,LI,2016,1,0.0
Y86,F,LI,2017,0,0.0
Y86,F,LI,2018,0,0.0
Y86,F,LI,2019,0,0.0
Y86,M,LI,2008,1,0.0
Y86,M,LI,2009,0,0.0
Y86,M,LI,2010,0,0.0
Y86,M,LI,2011,0,1.0
Y86,M,LI,2012,0,0.0
Y86,M,LI,2013,1,0.0
Y86,M,LI,2014,0,1.0
Y86,M,LI,2015,1,0.0
Y86,M,LI,2016,0,0.0
Y86,M,LI,2017,0,0.0
Y86,M,LI,2018,2,0.0
Y86,M,LI,2019,0,0.0
Y86,F,LT,2013,3,14.0
Y86,F,LT,2014,0,11.0
Y86,F,LT,2015,5,7.0
Y86,F,LT,2016,4,9.0
Y86,F,LT,2017,2,2.0
Y86,F,LT,2018,1,7.0
Y86,F,LT,2019,3,8.0
Y86,M,LT,2013,3,4.0
Y86,M,LT,2014,2,0.0
Y86,M,LT,2015,1,7.0
Y86,M,LT,2016,1,3.0
Y86,M,LT,2017,0,1.0
Y86,M,LT,2018,0,2.0
Y86,M,LT,2019,1,3.0
Y86,F,LU,2013,2,3.0
Y86,F,LU,2014,7,3.0
Y86,F,LU,2015,8,4.0
Y86,F,LU,2016,5,4.0
Y86,F,LU,2017,7,2.0
Y86,F,LU,2018,1,5.0
Y86,F,LU,2019,2,7.0
Y86,M,LU,2013,4,3.0
Y86,M,LU,2014,6,4.0
Y86,M,LU,2015,6,2.0
Y86,M,LU,2016,4,7.0
Y86,M,LU,2017,7,0.0
Y86,M,LU,2018,3,2.0
Y86,M,LU,2019,1,4.0
Y86,F,LV,1991,7,13.0
Y86,F,LV,1992,0,36.0
Y86,F,LV,1993,1,27.0
Y86,F,LV,1994,1,21.0
Y86,F,LV,1995,4,23.0
Y86,F,LV,1996,0,11.0
Y86,F,LV,1997,2,7.0
Y86,F,LV,1998,0,10.0
Y86,F,LV,1999,2,3.0
Y86,F,LV,2000,22,21.0
Y86,F,LV,2001,15,0.0
Y86,F,LV,2002,11,8.0
Y86,F,LV,2003,1,9.0
Y86,F,LV,2004,11,8.0
Y86,F,LV,2005,15,8.0
Y86,F,LV,2006,20,9.0
Y86,F,LV,2007,12,27.0
Y86,F,LV,2008,4,16.0
Y86,F,LV,2009,4,11.0
Y86,F,LV,2010,18,7.0
Y86,F,LV,2011,6,14.0
Y86,F,LV,2012,4,19.0
Y86,F,LV,2013,11,10.0
Y86,F,LV,2014,10,9.0
Y86,F,LV,2015,2,11.0
Y86,F,LV,2016,4,10.0
Y86,F,LV,2017,8,11.0
Y86,F,LV,2018,5,12.0
Y86,F,LV,2019,6,10.0
Y86,M,LV,1991,0,4.0
Y86,M,LV,1992,1,5.0
Y86,M,LV,1993,0,9.0
Y86,M,LV,1994,3,4.0
Y86,M,LV,1995,3,7.0
